Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,Response,TotalSpend,TotalPurchases,TotalCampaignsAccepted,EducationLevel,CustomerTenure,Age
Married,44322.0,1,0,30,2,8,0,0,92,6,0,3,4333,41
Single,47958.0,0,1,8,2,5,0,0,407,14,0,3,4846,74
Single,63972.0,0,1,93,4,4,0,0,1269,19,1,4,4894,62
Together,75315.0,0,1,14,2,2,0,0,841,21,0,3,4395,72
Married,55517.0,1,1,53,5,9,0,1,633,18,0,4,4960,76
Married,75283.0,1,2,26,11,4,0,0,1019,14,0,4,4779,69
Single,82800.0,0,0,23,1,3,0,1,1315,25,2,4,4902,80
Married,38998.0,1,1,92,3,8,1,0,54,5,0,3,4923,72
Single,90638.0,0,0,29,1,1,0,1,2525,17,1,4,4456,35
Married,27161.0,1,0,41,1,7,0,0,52,4,0,4,4564,40
Married,42014.0,1,0,56,6,8,0,1,436,14,0,3,5001,49
Together,38201.0,0,1,19,4,8,0,0,268,11,0,4,4777,66
Together,45203.0,2,0,4,1,6,0,1,147,7,0,3,4418,44
Together,81574.0,0,0,89,1,1,0,0,1798,17,2,4,4382,79
Married,34935.0,0,0,71,1,7,0,0,137,7,0,3,4693,34
Single,60482.0,0,1,81,1,7,0,0,507,16,0,4,4842,50
Together,34633.0,2,1,31,1,6,0,0,15,3,0,3,4477,70
Together,78093.0,0,0,53,1,1,0,0,1105,16,0,4,4520,79
Divorced,82460.0,0,0,78,1,1,0,0,974,14,0,3,4529,76
Together,45903.0,0,1,80,2,4,0,0,66,6,0,4,4387,60
Divorced,81361.0,0,0,18,1,1,0,1,778,26,0,3,4444,39
Divorced,35860.0,1,1,37,2,5,0,1,49,4,1,4,4361,53
Together,40442.0,1,1,52,4,7,0,1,169,8,0,4,4999,74
Married,61482.0,0,0,39,1,2,0,0,299,11,0,3,4322,61
Married,34968.0,1,0,11,7,7,0,0,221,10,0,3,4765,46
Married,75794.0,0,0,33,1,3,0,0,1682,24,1,3,4507,39
Together,31497.0,0,1,22,2,8,0,0,155,8,0,4,4890,64
Married,74268.0,0,0,83,1,2,0,0,892,12,0,3,4820,71
Together,13724.0,1,0,43,1,9,0,0,58,4,1,1,4987,38
Together,45143.0,0,1,74,3,7,0,0,311,12,0,4,4627,61
Single,52569.0,0,1,54,1,3,0,0,95,6,0,4,4405,59
Single,48432.0,0,1,3,5,8,0,1,424,14,0,4,4939,53
Together,17144.0,1,1,96,5,7,0,0,47,7,0,4,4454,66
Single,36108.0,1,0,68,3,9,0,0,339,12,1,3,4577,42
Married,76445.0,1,0,2,1,6,0,0,1410,20,0,3,4959,55
Married,36663.0,1,0,40,1,2,0,0,35,5,0,4,4385,51
Married,53843.0,0,1,64,4,7,0,0,562,16,0,4,4687,61
Married,90226.0,0,0,26,1,2,0,0,2352,23,1,4,4961,70
Divorced,70638.0,0,0,69,1,3,0,0,1334,19,1,4,4713,71
Together,44512.0,1,1,57,2,4,0,0,32,4,0,3,4623,66
Married,27116.0,1,1,78,2,7,0,0,41,5,0,3,4439,65
Married,54072.0,1,1,71,1,8,0,0,39,4,0,4,4657,63
Married,71855.0,0,1,59,4,3,0,0,1141,21,0,3,4849,49
Single,51250.0,1,0,28,5,9,0,0,710,19,1,2,4776,36
Married,60432.0,0,1,61,5,6,0,0,401,14,0,4,4432,53
Married,65526.0,0,1,22,1,2,0,0,506,16,0,4,4399,62
Single,68655.0,0,0,95,1,3,0,0,1538,20,0,3,5008,38
Married,12393.0,0,0,38,1,9,0,0,57,5,0,2,4892,48
Single,64509.0,0,0,19,1,4,0,1,1722,18,1,3,4636,36
Single,33955.0,1,0,92,4,8,0,0,270,11,0,3,4644,51
Married,31353.0,1,1,24,2,8,0,1,31,4,0,3,4502,49
Married,55434.0,1,0,21,3,4,0,0,882,21,0,3,4587,42
Together,28359.0,1,0,35,1,7,0,0,16,3,0,3,4565,43
Single,57100.0,1,0,9,2,3,0,0,311,12,0,3,4362,39
Married,69139.0,0,1,23,1,4,0,0,227,10,0,3,4473,61
Married,52973.0,0,1,92,7,8,0,0,1152,24,0,4,4918,70
Together,51717.0,0,1,55,1,7,0,0,122,7,1,4,4633,61
Married,18793.0,1,0,14,3,8,0,0,77,6,0,3,4853,55
Together,66664.0,0,0,78,1,3,0,0,1289,18,0,2,4962,44
Single,50664.0,1,1,64,9,9,0,0,561,15,0,3,4849,67
Together,54414.0,1,1,49,4,4,0,0,211,9,0,3,4842,63
Married,54549.0,0,1,8,2,7,0,0,233,10,0,4,4438,74
Widow,47111.0,0,1,35,6,9,0,0,1092,15,0,4,4979,55
Divorced,41003.0,0,0,11,1,6,0,0,601,16,0,4,4789,63
Together,19444.0,1,0,8,3,7,0,1,54,7,0,3,4447,44
Together,36301.0,1,0,53,1,7,0,0,78,6,0,2,4567,50
Together,73059.0,0,1,36,1,4,0,0,1095,25,0,4,4622,79
Together,42731.0,1,0,64,3,5,0,0,244,10,0,4,4571,57
Married,52854.0,1,1,43,2,5,0,0,116,7,0,4,4417,67
Together,22775.0,1,0,40,1,8,0,0,15,3,0,3,4695,48
Together,46681.0,0,2,52,2,5,0,0,425,14,0,4,4584,78
Married,59821.0,0,1,11,6,8,0,0,734,20,0,4,4763,71
Divorced,50002.0,0,1,21,2,7,0,0,638,17,0,3,4697,72
Married,69755.0,0,0,23,1,1,0,0,894,21,0,3,4590,81
Married,44078.0,1,1,17,2,5,0,0,41,5,0,3,4330,57
Together,30560.0,1,0,6,1,7,0,0,31,4,0,4,4687,50
Together,35924.0,1,1,56,1,5,0,0,34,4,0,4,4418,57
Divorced,64140.0,0,2,71,5,5,0,1,1750,13,3,4,4599,62
Together,56386.0,1,1,51,8,9,0,0,612,17,0,3,4930,45
Together,24594.0,1,0,94,1,5,0,0,29,4,0,1,4521,47
Together,75774.0,1,0,27,1,4,0,0,823,20,0,2,4378,45
Divorced,39228.0,0,0,1,1,4,0,0,20,3,0,4,4735,66
Married,58494.0,0,1,56,2,6,0,0,396,14,0,4,4519,52
Single,58684.0,0,0,71,1,2,0,0,813,20,1,3,4333,45
Divorced,57136.0,0,0,18,1,6,0,1,1179,19,0,3,4727,59
Widow,56551.0,1,1,48,3,4,0,0,138,7,0,4,4373,76
Married,22448.0,1,0,86,3,3,0,0,55,6,0,3,4443,44
Single,82014.0,0,0,48,1,6,0,1,1511,21,0,3,4998,65
Widow,34213.0,1,1,2,3,9,0,1,117,6,0,3,4980,63
Together,157146.0,0,0,13,0,1,0,0,1730,28,0,3,4746,49
Widow,25358.0,0,1,57,2,6,0,0,32,4,0,4,4662,79
Single,35544.0,1,0,77,1,7,0,0,67,5,0,4,4433,48
Together,36634.0,0,1,0,3,7,0,0,335,12,0,4,4717,72
Married,62670.0,0,1,57,1,3,0,0,825,21,0,4,4467,72
Together,50334.0,0,1,24,6,6,0,0,694,17,0,2,4660,54
Single,72066.0,0,0,55,1,2,0,1,1792,16,2,3,4326,45
Single,50729.0,1,1,62,9,6,0,0,496,15,0,4,4743,68
Together,34916.0,2,0,89,4,9,0,0,231,9,0,3,4730,58
Divorced,64892.0,0,1,77,2,4,0,0,902,22,0,3,4351,50
Single,43602.0,1,1,45,3,6,0,0,68,6,0,3,4490,60
Single,33996.0,0,0,46,1,4,0,0,71,5,0,4,4611,37
Single,41473.0,1,0,80,1,7,0,0,76,5,0,2,4695,41
Married,63246.0,0,2,60,1,4,0,0,772,21,0,4,4633,59
Married,36732.0,1,1,71,3,2,0,0,47,6,0,4,4502,67
Married,69084.0,1,0,43,2,8,0,0,1586,23,0,4,4542,56
Married,77766.0,0,1,97,2,6,0,1,1529,32,1,4,4812,59
Single,37929.0,0,0,49,2,7,0,1,265,11,2,4,4654,41
Together,86610.0,0,0,66,1,2,0,0,1603,17,0,3,4617,75
Married,80141.0,0,0,20,1,6,0,1,2091,21,1,4,4854,40
Married,72635.0,0,0,54,1,3,0,0,981,20,1,2,4711,71
Married,69016.0,0,1,61,4,5,0,0,1533,30,0,3,4904,56
Together,20193.0,0,0,18,1,4,0,0,82,6,0,2,4898,35
Married,27573.0,1,0,45,4,8,0,0,244,10,0,3,4781,51
Single,15862.0,1,0,26,1,8,0,0,36,4,0,1,4687,47
Married,49544.0,1,0,0,2,7,0,0,404,14,0,4,4822,50
Married,33228.0,1,0,28,1,7,0,0,71,5,0,3,4477,46
Together,70440.0,0,0,49,1,3,0,0,1572,22,1,3,4584,48
Together,38232.0,1,1,84,4,5,0,0,122,7,0,3,4483,55
Married,22554.0,1,1,38,4,5,0,0,41,6,0,4,4923,71
Married,23536.0,1,0,53,1,3,0,0,10,3,0,4,4345,43
Married,49413.0,0,1,88,2,5,0,0,304,11,0,3,4567,74
Married,42231.0,1,1,99,1,5,0,0,37,4,0,3,4416,57
Divorced,78789.0,0,0,12,1,2,0,1,1754,15,0,4,5010,46
Together,56534.0,0,1,35,4,8,0,1,815,21,2,3,4661,58
Single,58350.0,0,1,5,4,6,0,0,1001,23,0,3,4861,55
Single,81217.0,0,0,77,1,1,0,0,1157,21,0,3,4665,37
Single,49090.0,0,1,45,3,7,0,0,688,18,0,3,4665,75
Divorced,61787.0,0,0,71,1,5,0,0,1319,18,0,4,4678,39
Married,18169.0,1,0,40,1,8,0,0,21,3,0,4,4815,41
Single,24336.0,1,0,82,1,7,0,0,31,3,0,2,4991,45
Married,18222.0,0,0,70,1,8,0,0,67,5,0,3,4865,36
Divorced,62335.0,0,1,87,2,2,0,0,708,19,0,3,4722,74
Together,42033.0,1,1,95,1,7,0,0,25,3,0,2,4968,55
Married,86580.0,0,0,72,0,1,0,0,746,11,1,4,4807,43
Divorced,41437.0,1,1,5,1,7,0,0,32,4,0,4,4965,69
Widow,73705.0,0,2,86,2,5,0,0,1695,23,0,4,4436,75
Married,61064.0,0,1,80,5,6,0,0,1080,23,0,3,4987,50
Married,38452.0,1,1,62,3,7,0,0,72,6,0,4,4411,71
Single,18358.0,1,0,49,3,7,0,0,57,7,0,3,4541,37
Together,55012.0,0,1,85,6,5,0,0,660,19,0,4,4420,53
Together,9722.0,1,0,7,4,8,0,1,103,7,0,1,4955,53
Married,38175.0,1,0,6,3,7,0,0,153,8,0,4,4599,42
Together,58656.0,0,1,25,4,6,0,0,1220,28,1,4,4967,70
Together,52117.0,0,1,55,2,7,0,0,279,11,0,3,5002,61
Married,64813.0,1,0,81,1,5,0,0,745,19,0,3,4498,48
Married,54222.0,0,1,98,1,3,0,0,264,11,0,4,4440,53
Married,83512.0,0,0,31,1,1,0,1,2157,21,4,3,4332,40
Married,77520.0,0,1,30,1,4,0,1,1526,22,3,4,4625,67
Together,41154.0,0,1,98,1,5,0,0,69,5,0,3,4766,48
Married,80398.0,0,0,92,1,3,0,0,1597,25,1,3,4916,60
Single,18746.0,1,0,41,2,6,0,0,64,6,0,1,4351,34
Together,35196.0,1,0,68,6,8,0,0,497,12,0,3,4913,42
Single,60230.0,0,1,78,2,5,0,0,1067,15,0,3,4725,70
Married,22108.0,1,1,46,2,7,0,0,31,5,0,3,4372,49
Together,44392.0,1,1,71,5,7,0,0,211,9,0,3,4617,52
Married,55424.0,0,1,6,4,6,0,1,877,21,1,4,4901,50
Married,17688.0,1,0,82,1,8,1,0,11,3,0,3,4852,47
Married,92491.0,0,0,71,1,3,0,1,2034,24,3,4,4744,43
Single,90273.0,0,0,32,1,2,0,1,1991,18,3,3,4517,35
Widow,82571.0,0,0,28,0,2,0,0,1686,24,1,4,4408,64
Single,38513.0,1,0,20,5,8,0,1,324,12,0,4,4472,44
Single,16653.0,1,0,10,3,6,0,1,69,6,0,4,4392,47
Together,42586.0,1,1,7,5,8,0,1,252,11,0,3,4928,71
Single,23529.0,0,1,67,1,6,0,0,54,4,0,1,4858,61
Together,74881.0,1,1,48,4,5,0,0,964,23,0,4,4798,65
Married,71107.0,0,1,61,2,4,0,0,1327,26,0,3,4817,75
Together,46910.0,1,1,36,2,6,0,0,68,5,0,4,4418,62
Married,18690.0,0,0,77,1,8,0,0,60,4,0,3,4868,67
Divorced,37244.0,1,1,90,1,7,0,0,55,4,1,3,4748,71
Together,82427.0,0,0,35,1,1,0,0,1456,20,1,3,4429,60
Single,75342.0,0,1,38,1,4,0,0,563,17,0,2,4739,68
Divorced,70044.0,0,1,46,4,5,0,0,1504,22,0,3,4816,72
Single,79146.0,1,1,33,2,6,0,0,564,17,0,3,4386,59
Married,77437.0,0,0,70,1,1,0,0,1125,22,1,3,4535,63
Married,54984.0,0,1,51,4,7,0,0,358,13,1,3,4356,67
Married,42403.0,1,0,18,1,8,0,0,42,4,0,4,4520,55
Together,55761.0,0,1,97,2,6,0,0,184,8,1,3,4386,62
Together,37292.0,1,0,32,5,8,0,0,460,14,0,3,4757,43
Single,45576.0,0,0,9,1,8,0,1,145,7,0,4,4352,81
Together,70321.0,0,0,6,1,4,0,1,1376,24,0,3,4849,79
Divorced,58086.0,0,1,80,2,8,0,0,792,21,0,4,4845,57
Married,81795.0,0,0,74,1,2,0,0,1382,22,0,3,4931,74
Together,28389.0,0,0,49,1,7,0,0,28,3,0,1,4906,79
Married,66835.0,0,0,21,1,2,0,0,1033,23,0,4,4594,80
Divorced,69901.0,0,1,95,3,5,0,0,882,20,0,3,4716,57
Married,80360.0,0,0,56,2,2,0,0,2231,13,3,4,4803,77
Together,63342.0,0,1,48,3,6,0,1,1101,16,1,4,4941,65
Married,44989.0,0,1,26,5,6,0,0,369,11,0,3,4975,52
Single,31859.0,1,0,3,1,7,0,0,48,4,0,2,4442,46
Widow,51569.0,0,1,39,4,8,0,1,467,15,1,4,4822,77
Widow,30372.0,1,1,33,3,7,0,0,44,5,0,3,4871,55
Single,16014.0,1,1,42,4,3,0,0,38,6,0,1,4789,47
Married,41120.0,1,1,80,3,6,0,0,81,6,0,3,4555,58
Single,39763.0,1,0,9,2,9,0,1,167,8,0,4,4649,55
Married,38725.0,1,1,52,2,4,0,0,45,5,0,4,4370,71
Married,77981.0,1,0,78,3,5,0,0,664,18,0,3,4719,54
Married,62905.0,0,1,68,3,4,0,0,622,17,0,2,4612,62
Divorced,13533.0,1,0,45,2,7,0,0,48,5,0,2,4796,47
Together,59481.0,0,1,47,2,2,0,0,461,14,0,3,4569,51
Married,72117.0,0,1,34,1,5,0,0,1073,25,0,3,4633,49
Married,21955.0,1,0,81,2,6,0,0,55,6,0,2,4615,40
Married,67131.0,0,1,72,3,6,0,0,976,23,0,3,4780,70
Single,36802.0,1,0,23,1,5,0,0,20,4,0,4,4333,46
Together,71853.0,0,0,29,1,1,0,0,1149,16,0,3,4737,44
Married,28249.0,0,0,80,1,6,0,0,43,5,0,1,4334,65
Married,47808.0,0,1,30,2,7,0,0,224,8,1,4,4572,51
Divorced,25509.0,1,0,15,3,9,0,1,101,6,0,4,4969,52
Married,51012.0,0,0,86,1,6,0,0,209,9,0,4,4757,80
Single,70596.0,0,0,68,1,2,0,0,968,20,0,3,4952,41
Together,85431.0,0,0,54,1,0,0,0,1165,16,0,4,4706,74
Married,42664.0,0,1,44,1,6,0,0,24,4,0,3,4423,59
Together,42586.0,1,1,7,5,8,0,1,252,11,0,3,4928,71
Single,29760.0,1,0,87,4,8,0,0,165,8,0,3,4989,41
Married,28973.0,0,0,59,2,8,0,0,269,11,0,4,4944,49
Together,39435.0,1,0,16,1,7,0,0,102,6,0,4,4647,53
Married,65370.0,0,0,1,1,1,0,0,461,18,0,2,4652,42
Single,20194.0,1,0,64,2,6,0,0,47,5,0,1,4879,47
Single,42473.0,1,1,72,3,5,0,0,144,7,0,4,4452,50
Married,64590.0,0,0,98,1,6,0,0,1338,23,0,3,4943,58
Together,71232.0,0,1,91,2,7,0,0,917,23,0,3,4533,67
Together,34600.0,1,1,8,5,8,0,1,318,12,0,3,4864,55
Single,46904.0,1,1,20,4,8,0,0,253,10,0,3,4923,59
Married,49094.0,0,1,6,5,6,0,0,502,15,0,3,4966,53
Together,36075.0,1,0,54,1,6,0,0,119,6,0,3,4522,43
Together,60839.0,1,1,72,13,8,0,0,1250,16,0,2,4990,47
Together,77298.0,0,1,46,1,3,0,0,969,23,0,3,4559,47
Together,34026.0,1,1,11,3,5,0,0,76,6,0,3,4648,76
Single,48918.0,1,1,21,2,4,0,0,62,5,0,4,4398,63
Together,82122.0,0,0,89,1,1,0,0,1382,25,1,2,4638,64
Single,37697.0,1,0,82,1,6,0,0,84,6,0,3,4462,50
Together,34074.0,1,1,69,5,6,0,0,255,9,1,3,4671,74
Married,28520.0,1,1,55,1,6,0,0,43,4,0,4,4700,66
Single,62535.0,0,1,13,1,3,0,0,398,13,0,3,4589,71
Single,36273.0,1,0,80,2,6,0,0,76,6,0,4,4394,49
Together,63404.0,0,2,97,2,4,0,0,902,13,1,3,4343,62
Together,75774.0,1,0,27,1,4,0,0,823,20,0,2,4378,45
Together,78416.0,0,1,99,2,3,0,0,1179,24,0,3,4322,50
Together,75702.0,0,1,87,1,6,0,0,1921,28,1,3,4943,52
Together,59385.0,1,1,85,2,5,0,0,185,8,0,4,4747,75
Single,37070.0,1,1,30,9,7,0,1,433,14,0,3,4786,60
Married,44689.0,1,1,82,2,7,0,0,34,4,1,3,4490,75
Together,53977.0,0,1,21,5,5,0,0,907,22,0,3,4706,68
Single,7144.0,0,2,92,0,0,0,0,416,25,0,4,4524,60
Single,18701.0,1,1,95,4,5,0,0,44,6,0,3,4710,62
Married,90369.0,0,0,2,1,1,0,1,1588,16,0,3,4382,70
Single,63159.0,0,0,74,1,3,0,0,1797,16,1,4,4921,52
Together,37758.0,1,1,49,2,8,0,0,40,4,0,3,4953,60
Single,46757.0,0,1,71,6,9,0,0,1143,15,0,4,4910,63
Married,79734.0,0,0,72,1,1,0,0,914,13,1,4,4321,57
Together,63207.0,0,0,68,1,7,0,0,1502,11,1,3,4845,34
Divorced,72071.0,0,1,4,3,2,0,0,1338,17,0,3,4820,72
Together,21840.0,1,0,80,1,9,0,0,27,4,0,4,4663,43
Together,58582.0,0,1,15,2,5,0,0,763,20,1,2,4594,44
Single,72282.0,0,0,70,1,7,0,1,1331,21,0,3,4665,75
Married,50387.0,0,2,91,3,5,0,0,525,16,0,3,4622,70
Together,32583.0,1,1,10,1,7,0,0,9,3,0,4,4334,65
Together,62568.0,0,1,99,3,4,0,0,953,13,1,3,4403,64
Divorced,44635.0,1,1,25,2,7,0,0,68,5,0,4,4581,55
Single,33316.0,1,1,34,3,6,0,0,131,7,0,4,4588,55
Married,63967.0,0,1,57,3,2,0,0,882,20,0,3,4644,58
Together,52513.0,0,0,84,2,7,0,0,1149,23,0,2,4983,48
Married,25293.0,1,0,51,1,8,0,0,37,4,0,3,4607,57
Widow,54111.0,0,1,97,2,5,0,0,388,13,0,4,4628,61
Together,78394.0,0,0,13,1,2,0,1,1428,15,0,3,4819,40
Married,80739.0,0,0,92,1,1,0,0,1633,23,0,4,4722,68
Together,22669.0,1,0,30,3,9,0,1,173,7,0,4,4723,51
Single,29236.0,1,0,30,2,9,0,0,99,7,0,3,4584,39
Together,44911.0,0,1,11,3,7,0,0,215,9,0,3,4791,67
Married,54693.0,0,1,72,8,6,0,0,929,23,0,4,4817,64
Together,48186.0,1,0,39,3,7,0,0,219,9,0,3,4421,52
Married,54809.0,1,1,0,4,4,0,1,174,8,0,3,4611,49
Together,41580.0,1,1,15,3,5,0,0,92,6,0,3,4886,48
Married,80336.0,0,0,12,1,1,0,0,1052,24,0,4,4613,56
Married,47743.0,0,1,56,3,6,0,0,275,11,1,3,4784,69
Married,62972.0,0,1,39,2,6,0,0,587,14,0,2,5015,71
Divorced,57333.0,0,1,55,11,6,0,1,1662,22,0,4,4965,72
Together,32313.0,1,0,60,3,9,0,0,159,8,0,4,4823,44
Widow,84953.0,0,0,73,1,2,0,1,1024,17,3,4,4711,73
Divorced,27071.0,1,0,90,2,6,0,0,35,5,0,4,4387,58
Together,68148.0,0,0,86,1,2,0,0,1042,14,0,4,4622,69
Together,65735.0,1,1,37,5,7,0,0,395,14,0,4,4524,61
Married,86836.0,0,0,7,1,5,0,1,557,22,3,4,4975,51
Married,4023.0,1,1,29,15,19,0,0,9,0,0,4,4326,63
Married,30093.0,0,0,19,1,7,0,0,69,5,0,3,4676,36
Married,57705.0,0,1,14,3,6,0,0,486,15,0,4,4489,60
Single,25008.0,1,0,72,2,8,0,0,34,4,0,3,4467,38
Single,83257.0,0,0,56,1,6,1,1,1365,27,2,2,4969,31
Together,22280.0,1,0,85,1,8,0,0,13,3,0,3,4726,51
Married,72159.0,0,0,62,1,2,0,0,1401,20,0,4,4928,48
Together,64260.0,0,0,1,1,3,0,1,1574,13,0,3,4854,65
Single,82733.0,0,0,28,1,4,0,1,1323,19,0,4,4612,42
Divorced,74290.0,0,1,70,4,6,0,0,1217,28,2,4,4641,55
Single,58217.0,2,1,84,1,6,0,0,103,6,0,4,4909,75
Together,21024.0,0,0,89,1,7,0,0,84,6,0,4,4680,50
Married,70116.0,0,0,73,1,1,0,0,1536,22,0,4,4839,54
Together,54006.0,1,0,42,2,7,0,0,581,16,0,3,4969,41
Married,69063.0,0,1,16,1,3,0,0,928,13,0,4,4919,60
Divorced,11448.0,0,0,16,1,6,0,0,14,3,0,2,4516,51
Single,61825.0,0,1,56,1,4,0,0,424,14,0,3,4646,47
Married,70886.0,1,0,65,1,2,0,0,960,13,0,3,4578,55
Married,69109.0,0,0,10,1,4,0,1,1555,19,1,3,4917,44
Widow,60208.0,1,1,13,11,7,0,1,656,18,1,3,4950,53
Together,32889.0,1,1,78,3,5,0,0,55,6,0,4,4616,58
Single,34738.0,1,0,51,1,6,0,0,20,4,0,3,4369,42
Together,30538.0,1,0,27,4,10,0,0,367,13,0,4,4956,55
Together,82326.0,0,0,30,1,2,0,1,2257,21,3,2,4431,49
Divorced,26642.0,1,0,71,2,6,0,0,42,5,0,4,4440,59
Divorced,69932.0,0,1,97,2,4,0,0,1049,24,0,3,4702,62
Single,44503.0,1,1,83,2,6,0,0,48,5,0,3,4394,54
Single,60200.0,0,1,3,6,6,0,0,685,19,0,4,4863,78
Divorced,49638.0,0,1,71,1,2,0,0,39,4,0,3,4391,74
Single,23830.0,0,0,3,1,7,0,0,43,4,0,2,4462,39
Widow,33051.0,0,0,15,3,9,0,1,835,18,0,4,5002,67
Married,72905.0,0,0,52,1,1,0,0,1515,19,1,3,4479,68
Together,69702.0,0,1,8,2,4,0,0,1039,24,0,4,4815,75
Divorced,70300.0,1,0,89,3,8,0,0,1596,23,0,3,4669,51
Married,70643.0,0,0,66,1,6,0,1,1828,17,0,4,4942,42
Married,30396.0,1,0,22,2,7,0,1,34,4,1,4,4380,57
Divorced,50616.0,0,1,56,2,7,0,0,149,8,0,4,4392,58
Single,62772.0,0,1,74,1,2,0,0,946,22,1,4,4726,57
Single,30298.0,0,0,48,1,3,0,0,28,5,0,4,4361,41
Single,52413.0,1,0,67,2,7,0,0,450,15,0,3,4923,42
Married,44155.0,1,1,24,1,4,0,0,46,4,0,4,4481,69
Divorced,86979.0,0,0,67,1,2,0,1,1702,15,1,4,4554,55
Together,76532.0,1,1,38,4,5,0,0,820,21,0,3,4613,51
Married,42081.0,1,0,86,2,6,0,0,382,13,1,3,4808,44
Married,67546.0,0,0,90,1,3,0,0,2126,19,0,4,4987,38
Together,88420.0,0,0,87,1,1,0,0,2069,19,3,4,4378,37
Married,31158.0,1,0,62,2,8,0,0,72,5,0,3,4838,41
Divorced,61671.0,0,1,23,8,8,0,0,732,20,2,3,4346,58
Single,69719.0,0,0,99,1,1,0,0,801,10,0,3,4354,52
Divorced,49160.0,0,1,29,2,6,0,0,236,10,0,3,4572,77
Together,24882.0,1,0,52,1,6,0,0,80,4,1,1,4978,48
Single,90933.0,0,0,90,1,1,0,0,1685,14,1,4,4410,72
Single,113734.0,0,0,9,0,1,0,0,277,27,0,4,4352,81
Together,59292.0,0,1,71,2,3,0,0,507,16,0,4,4701,76
Married,45759.0,1,1,13,2,7,0,0,68,5,0,4,4811,62
Single,22148.0,0,0,16,1,7,0,0,49,4,0,3,4397,43
Married,73395.0,0,0,94,1,2,0,0,397,14,0,4,4423,39
Divorced,29819.0,1,0,77,3,6,0,0,39,6,0,3,4568,55
Married,45688.0,0,1,20,2,4,0,0,306,12,1,3,4475,58
Married,62820.0,0,0,51,1,1,0,0,976,13,0,3,4734,72
Married,60491.0,0,1,81,4,5,0,0,1028,24,0,4,4616,55
Together,33235.0,1,0,71,1,7,0,0,70,6,0,3,4464,40
Married,35701.0,0,0,36,1,6,0,0,46,4,0,3,4787,67
Married,31535.0,1,0,95,1,7,0,0,51,4,1,4,4596,46
Together,92556.0,0,0,32,0,0,0,0,1263,21,0,2,4390,66
Single,67384.0,0,1,32,2,5,0,0,1490,20,1,3,4916,56
Together,80573.0,0,0,85,1,2,0,0,1564,23,0,4,4943,55
Married,77870.0,0,1,93,3,8,0,1,1815,15,2,3,4996,59
Widow,52278.0,0,1,24,6,8,0,0,1198,25,0,4,4840,63
Single,57107.0,0,1,44,7,8,0,1,416,16,2,3,4994,58
Married,18929.0,0,0,15,1,6,0,0,85,5,0,3,4818,36
Single,36038.0,1,0,82,2,6,0,0,47,6,0,4,4714,45
Single,20180.0,0,0,27,1,7,0,0,137,7,0,3,4814,50
Together,34230.0,1,1,72,1,7,0,0,21,3,0,4,4870,61
Single,31878.0,0,1,7,1,3,0,0,70,5,0,2,4327,49
Married,70932.0,0,1,57,2,3,0,0,909,20,0,2,4481,54
Single,91249.0,0,0,84,0,4,0,1,1676,22,4,3,4937,70
Single,77598.0,0,0,53,1,3,0,0,1735,25,1,4,4591,83
Single,80982.0,1,1,48,3,5,1,0,1191,27,0,3,4857,67
Married,22701.0,1,0,2,1,5,0,0,24,4,0,4,4617,49
Married,55212.0,0,1,65,3,8,0,0,1182,17,2,4,4903,57
Married,70617.0,0,0,45,1,2,0,0,1280,13,0,3,4691,56
Single,64849.0,0,0,42,1,5,0,1,1336,18,0,3,4913,69
Married,62694.0,1,1,29,5,7,0,0,749,19,0,4,4697,61
Married,61917.0,1,1,83,1,5,0,0,91,6,0,4,4541,52
Married,67472.0,0,1,93,2,3,0,0,414,13,0,4,4594,79
Married,21059.0,1,0,40,3,6,0,0,44,6,0,4,4493,44
Married,29543.0,2,0,47,2,7,0,0,63,6,0,4,4409,58
Married,75903.0,0,1,50,2,3,0,0,901,21,0,3,4767,75
Together,34984.0,1,1,40,2,7,0,0,38,4,0,2,4981,51
Single,54998.0,0,1,3,5,4,0,1,455,15,0,4,4796,70
Widow,54356.0,0,1,62,3,8,0,1,775,21,0,4,4907,77
Married,34242.0,0,1,25,1,5,0,0,15,3,0,4,4418,67
Married,25410.0,1,0,48,1,4,0,0,38,5,0,3,4622,53
Married,73356.0,0,0,56,1,2,0,1,1512,21,3,4,4463,42
Together,28320.0,0,1,68,1,8,0,0,43,4,0,3,4851,76
Single,23763.0,1,0,64,1,7,0,0,42,4,0,3,5011,49
Married,72570.0,0,0,67,1,1,0,0,1089,22,0,3,4385,42
Married,34529.0,1,0,94,2,7,0,0,162,7,0,4,4973,50
Widow,70792.0,0,0,82,2,3,0,0,1272,17,0,3,4828,75
Married,63211.0,0,0,3,2,2,0,1,1173,18,0,3,4924,44
Married,83891.0,0,1,24,1,1,0,0,816,21,0,4,4329,52
Single,36065.0,1,1,54,3,8,0,0,74,6,0,3,4775,58
Together,39898.0,0,1,20,2,7,0,0,134,7,0,3,4822,72
Single,51141.0,0,0,96,1,5,0,0,157,8,0,4,4676,86
Married,56939.0,0,1,19,2,3,0,0,561,16,0,3,4604,50
Single,80872.0,0,0,60,1,1,0,0,1336,18,0,3,4368,75
Together,72335.0,0,0,2,1,8,0,1,2092,22,0,4,5005,50
Single,61798.0,0,0,13,1,4,0,0,463,15,0,4,4538,62
